power,oem,country,class_tons,engine_power_kw,blade_size,bucket_size_m3,type,year_of_release,development_status,model_number,link,link_date,last_seen_utc
,XEMC,China,,,,,Dump truck,,,html,http://www.xemc.com.cn/company/index/tec.html,,2026-05-24T16:18:52Z
Battery,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/,,2026-05-24T16:23:13Z
Battery,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/products/E7S.shtml,,2026-05-03T16:11:38Z
Battery,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/technology/,,2026-04-19T16:02:33Z
Battery,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/privacy/,,2026-05-24T16:23:29Z
Hybrid,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/about/net-carbon-forest/,,2026-05-24T16:23:47Z
,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/pressmedia/news/yutong-news/2025/2003011352389619712.shtml,,2026-03-08T15:47:48Z
Hybrid,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/products/C13E.shtml,,2026-05-24T16:22:15Z
Hybrid,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/products/e-bus/,,2026-05-24T16:23:43Z
,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/products/city-bus/,,2026-05-24T16:23:02Z
Hybrid,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/pressmedia/event-topic/,,2026-05-17T16:19:15Z
,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/contact/contact/,,2026-05-10T16:17:21Z
,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/about/our-market/yutong-in-america/,,2026-05-24T16:22:33Z
Hybrid,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/technology/industry-insights/,,2026-05-24T16:22:10Z
,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/site-map/,,2026-05-24T16:22:57Z
Hybrid,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/data-protection-rights-request/,,2026-05-24T16:22:56Z
Battery,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/technology/reliability-and-durability/,,2026-05-17T16:21:36Z
,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/service/service-contracts/overview/,,2026-05-17T16:20:11Z
Battery,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/e-solution/,,2026-05-17T16:20:01Z
,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/pressmedia/media-library/video/,,2026-05-10T16:17:13Z
,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/products/airfield-buses/,,2026-05-10T16:17:09Z
,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/about/our-market/yutong-in-asia/,,2026-05-24T16:23:32Z
,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/pressmedia/downloads/,,2026-05-17T16:20:20Z
,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/cookie/,,2026-05-24T16:22:30Z
,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/products/Van/,,2026-05-24T16:22:04Z
,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/service/,,2026-05-17T16:21:07Z
Hybrid,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/products/,,2026-05-24T16:22:48Z
,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/products/ZK6890HG.shtml,,2026-05-03T16:10:29Z
,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/about/our-market/,,2026-05-24T16:22:36Z
Hybrid,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/pressmedia/,,2026-05-24T16:23:05Z
,Yutong,China,,,,,Excavator,,,html,https://en.yutong.com/order/,,2026-05-17T16:21:18Z
,Zoomlion,China,,,,,Construction,,,html,https://en.zoomlion.com/,,2026-02-10T06:11:29Z
,Zoomlion,China,,,,,Construction,,,html,https://en.zoomlion.com/investor/Investor.htm#item01,,2026-05-24T16:23:55Z
,Zoomlion,China,,,,,Construction,,,html,https://en.zoomlion.com/investor/Investor.htm#item02,,2026-05-24T16:24:00Z
,Zoomlion,China,,,,,Construction,,,html,https://en.zoomlion.com/about/Technology&Innovation.htm,,2026-05-24T16:24:00Z
,Zoomlion,China,,,,,Construction,,,html,https://en.zoomlion.com/service/construction_cases.htm,,2026-05-24T16:24:03Z
,Zoomlion,China,,,,,Construction,,,html,http://en.zoomlion.com/,,2026-05-24T16:23:50Z
,Zoomlion,China,,,,,Construction,,,html,https://en.zoomlion.com/,,2026-05-24T16:23:58Z
,Zoomlion,China,,,,,Construction,,,html,https://en.zoomlion.com/news/events.jsp,,2026-05-24T16:24:06Z
,Zoomlion,China,,,,,Construction,,,html,https://en.zoomlion.com/investor/Investor.htm?name=financial#item02,,2026-05-24T16:23:57Z
,Zoomlion,China,,,,,Construction,,,html,https://en.zoomlion.com/contact/contact_us.htm,,2026-05-24T16:23:51Z
,Zoomlion,China,,,,,Construction,,,html,https://en.zoomlion.com/about/career.htm,,2026-05-24T16:23:59Z
,Zoomlion,China,,,,,Construction,,,html,https://en.zoomlion.com/investor/Investor.htm,,2026-05-24T16:24:05Z
,Zoomlion,China,,,,,Construction,,,html,https://en.zoomlion.com/news/News.jsp,,2026-05-24T16:23:52Z
,Zoomlion,China,,,,,Construction,,,html,https://en.zoomlion.com/service/services_offered.htm,,2026-05-24T16:24:01Z
,Zoomlion,China,,,,,Construction,,,html,https://en.zoomlion.com/service/service_network.htm,,2026-05-24T16:24:07Z
Hybrid,Zoomlion,China,,,,,Dump truck,,,html,https://en.zoomlion.com/news/video.htm,,2026-05-24T16:24:04Z
,Zoomlion,China,,,,,Construction,,,html,https://en.zoomlion.com/service/parts_network.htm,,2026-05-24T16:24:02Z
,Zoomlion,China,,,,,Excavator,,,html,https://en.zoomlion.com/about/social_responsibility.htm,,2026-05-24T16:23:53Z
Hybrid,Zoomlion,China,,,,,Construction,,,html,https://en.zoomlion.com/service/zoomlion_services.htm,,2026-05-24T16:23:56Z
Hybrid,Zoomlion,China,,,,,Excavator,,,html,https://en.zoomlion.com/about/company_profile.htm,,2026-05-24T16:23:54Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en,,2026-05-24T16:24:39Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/media-center/press-release_view?id=20172767,,2026-02-22T16:08:57Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/intro/affiliates/?menu=doosan-affiliates,,2026-02-10T06:11:49Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/csr/social-responsibility/?menu=support-growth-of-people&tab=support-for-the-growth-of-children-youths,,2026-02-10T06:11:49Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/media-center/press-release_view?id=20172763,,2026-02-15T16:07:50Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/media-center/press-release_view?id=20172768,,2026-02-22T16:09:02Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/intro/doosan-story/,,2026-02-10T06:11:53Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/intro/affiliates/?menu=auxiliary-organizations,,2026-02-10T06:11:55Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/intro/affiliates/?menu=doosan-affiliates#ccode=129,,2026-02-10T06:11:58Z
Hydrogen,Doosan,Korea,,,,,Wheel loader,,,html,https://www.doosan.com/en/intro/business-highlights,,2026-02-10T06:11:58Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en#WRAP,,2026-05-17T16:22:35Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/media-center/ces2026/,,2026-02-10T06:12:00Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/intro/leadership/,,2026-02-10T06:12:00Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/intro/affiliates/?menu=doosan-affiliates/,,2026-05-24T16:24:10Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/intro/doosan-story,,2026-02-10T06:12:02Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/media-center/press-release/,,2026-02-10T06:12:04Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/intro/affiliates/?menu=doosan-affiliates,,2026-05-24T16:24:38Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/csr/social-responsibility/?menu=support-growth-of-people&tab=support-for-the-growth-of-children-youths,,2026-05-17T16:23:03Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/intro/doosan-story/,,2026-05-24T16:24:32Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/intro/affiliates/?menu=auxiliary-organizations,,2026-05-24T16:24:31Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/intro/affiliates/?menu=doosan-affiliates#ccode=129,,2026-05-17T16:22:51Z
Hydrogen,Doosan,Korea,,,,,Wheel loader,,,html,https://www.doosan.com/en/intro/business-highlights,,2026-05-24T16:24:32Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/media-center/ces2026/,,2026-03-29T15:58:12Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/intro/leadership/,,2026-05-24T16:24:28Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/intro/doosan-story,,2026-05-24T16:24:37Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/media-center/press-release/,,2026-05-24T16:24:35Z
Hydrogen,Doosan,Korea,,,,,Excavator,,,html,https://www.doosan.com/en/intro/technology-innovation/?menu=rnd_unmanned-autonomous-system_eco-friendly-energy_state-of-art-manufacturing,,2026-05-24T16:24:33Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/,,2026-05-24T16:26:45Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/test-facilities/,,2026-02-10T06:12:32Z
Battery,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/manufacturing-plants,,2026-02-10T06:12:35Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/vision-mission/,,2026-02-10T06:12:37Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/product-portfolio-2/,,2026-02-10T06:12:40Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/test-facilities,,2026-02-10T06:12:42Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/azadi-ka-amrit-mahotsav/,,2026-05-24T16:26:07Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/#PRODUCTS,,2026-05-24T16:24:56Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/cmd-interviews/,,2026-02-10T06:12:50Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/marketing-network/,,2026-02-10T06:12:52Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/product-portfolio-2,,2026-02-10T06:12:55Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/mining-and-construction,,2026-02-10T06:12:58Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/international-business-division,,2026-02-10T06:13:03Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/eprocurement/,,2026-02-10T06:13:07Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/about,,2026-02-10T06:13:11Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/about/,,2026-02-10T06:13:18Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/media-releases/,,2026-05-17T16:24:28Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/leadership,,2026-05-24T16:26:02Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/vigilance/,,2026-05-10T16:20:05Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/investors,,2026-05-24T16:27:33Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/#SUPPLIERS,,2026-05-10T16:19:57Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/contact,,2026-05-10T16:21:24Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/right-to-information,,2026-05-24T16:27:26Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/indigenisation,,2026-05-10T16:21:18Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/subsidiaries,,2026-05-17T16:24:53Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/media/press-releases/,,2026-05-24T16:26:20Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/scheme-for-arrangement-of-demerger/,,2026-05-17T16:25:22Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/test-facilities/,,2026-05-03T16:14:14Z
Battery,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/manufacturing-plants,,2026-05-17T16:25:10Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/vision-mission/,,2026-05-17T16:24:46Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/product-portfolio-2/,,2026-05-03T16:13:55Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/test-facilities,,2026-05-10T16:20:35Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/general-information/,,2026-05-17T16:25:31Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/online-investor-complaints/,,2026-04-26T16:09:44Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/cmd-interviews/,,2026-05-24T16:25:57Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/marketing-network/,,2026-05-24T16:27:40Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/product-portfolio-2,,2026-05-17T16:24:36Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/as-on-agm-date/,,2026-05-10T16:21:04Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/investors-complaints/,,2026-04-26T16:10:10Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/mining-and-construction,,2026-05-24T16:26:29Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/online-complaint-status/,,2026-05-17T16:24:48Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/disclosures-under-regulation-46/,,2026-05-24T16:27:17Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/international-business-division,,2026-05-10T16:20:02Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/as-per-section-1242/,,2026-05-10T16:20:44Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/mamc-industries-limited/,,2026-05-24T16:27:00Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/appointment-change-of-directors-kmps/,,2026-05-24T16:27:37Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/eprocurement/,,2026-05-24T16:27:02Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/about,,2026-05-24T16:26:25Z
,BEML,India,,,,,Excavator,,,html,https://www.bemlindia.in/about/,,2026-05-17T16:24:58Z
Hybrid,Komatsu,Japan,,,,,Excavator,,,HTML,https://www.komatsu.com/en-us/products/equipment/blasthole-drills,,2026-05-24T16:10:00Z
Hybrid,Komatsu,Japan,,,,,Excavator,,,HTML,https://www.komatsu.com/content/komatsu/websites/na/en-us/customer-portals,,2026-02-13T01:00:16Z
Hybrid,Komatsu,Japan,,,,,Excavator,,,HTML,https://www.komatsu.com/content/komatsu/websites/na/en-us/modern-slavery-statement,,2026-03-01T15:48:07Z
Hybrid,Komatsu,Japan,,,,,Excavator,,,HTML,https://www.komatsu.com/content/komatsu/websites/na/en-us/transparency-in-coverage,,2026-03-01T15:48:14Z
Hybrid,Komatsu,Japan,,,,,Excavator,,,HTML,https://www.komatsu.com/en-us/technology/smart-quarry/study,,2026-05-24T16:10:13Z
Hybrid,Komatsu,Japan,,,,,Excavator,,,HTML,https://www.komatsu.com/en-us/region,,2026-05-17T16:06:32Z
Hybrid,Komatsu,Japan,,,,,Excavator,,,HTML,https://www.komatsu.com/content/komatsu/websites/na/en-us/case-studies,,2026-03-01T15:48:10Z
Hybrid,Komatsu,Japan,,,,,Excavator,,,HTML,https://www.komatsu.com/en-us/newsroom/2026/connected-performance-drives-results-at-conexpo,,2026-02-22T15:53:57Z
Hybrid,Komatsu,Japan,,,,,Excavator,,,HTML,https://www.komatsu.com/en-us/products/equipment/longwall,,2026-04-19T15:50:07Z
Hybrid,Komatsu,Japan,,,,,Excavator,,,HTML,https://www.komatsu.com/content/komatsu/websites/na/en-us/suppliers,,2026-02-22T15:54:11Z
Hybrid,Komatsu,Japan,,,,,Excavator,,,HTML,https://www.komatsu.com/en-us/technology/smart-construction/base-rover,,2026-05-24T16:10:05Z
Hybrid,Komatsu,Japan,,,,,Excavator,,,HTML,https://www.komatsu.com/content/komatsu/websites/na/en-us/products/equipment,,2026-03-15T15:39:26Z
Hybrid,Komatsu,Japan,,,,,Excavator,,,HTML,https://www.komatsu.com/en-us/products/equipment/underground-hard-rock-haulage,,2026-05-17T16:06:36Z
Hybrid,Komatsu,Japan,,,,,Excavator,,,HTML,https://www.komatsu.com/en-us/technology/smart-construction/fleet,,2026-05-24T16:10:03Z
Hybrid,Komatsu,Japan,,,,,Excavator,,,HTML,https://www.komatsu.com/en-us/technology/smart-construction,,2026-05-24T16:09:57Z
Hybrid,Komatsu,Japan,,,,,Excavator,,,HTML,https://www.komatsu.com/en-us/newsroom,,2026-05-24T16:10:06Z
Hybrid,Komatsu,Japan,,,,,Excavator,,,HTML,https://www.komatsu.com/en-us/products/equipment/entry-development,,2026-04-12T15:48:48Z
Battery,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/global/en/corporate/mid-term-management-plan/,,2026-02-10T06:40:16Z
Battery,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/global/en/products/remanufactured/,,2026-02-10T06:40:17Z
Battery,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/global/en/sustainability/download0/,,2026-02-10T06:40:18Z
Battery,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/global/en/corporate/procurement/,,2026-02-10T06:40:20Z
Battery,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/global/en/,,2026-02-10T06:40:20Z
Battery,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/global/en/sustainability/download/,,2026-02-10T06:40:22Z
Battery,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/global/en/sustainability/message/,,2026-02-10T06:40:23Z
,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/eu/en/,,2026-02-10T06:40:24Z
Battery,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/global/en/innovations/innovations02/,,2026-02-10T06:40:26Z
Battery,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/global/en/contact-us/,,2026-02-10T06:40:28Z
Hybrid,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/global/en/news/,,2026-02-10T06:40:28Z
Battery,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/global/en/solutions/solution-linkage/fleet-management-system/,,2026-02-10T06:40:31Z
Battery,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/global/en/innovations/innovations04/,,2026-02-10T06:40:32Z
Battery,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/global/en/products/mini-excavators/,,2026-02-10T06:40:33Z
Battery,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/#a01,,2026-02-10T06:40:34Z
Hybrid,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/global/en/sustainability/,,2026-02-10T06:40:35Z
Battery,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/global/en/sitemap/,,2026-02-10T06:40:36Z
Battery,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/global/en/ir/management-information/,,2026-02-10T06:40:37Z
Hybrid,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/global/en/products/hydraulic-excavators/,,2026-02-10T06:40:40Z
Battery,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/global/en/ir/financial/,,2026-02-10T06:40:41Z
Battery,Hitachi,Japan,,,,,Excavator,,,HTML,https://www.hitachicm.com/global/en/corporate/conduct/,,2026-02-10T06:40:44Z
,Liebherr,Germany,,,,,Wheel loader,,,html,https://www.liebherr.com/en-us/group/about-liebherr/services/services-3781937,,2026-02-10T06:40:48Z
,Liebherr,Germany,,,,,Wheel loader,,,html,https://www.liebherr.com/en-us/n/25-years-binkowski-new-ltm-1300-6-4-added-to-the-fleet-222721-3782185,,2026-02-10T06:40:50Z
,Liebherr,Germany,,,,,Wheel loader,,,html,https://www.liebherr.com/en-us/group/news/exhibitions-and-events/exhibitions-and-events-3782187,,2026-02-10T06:40:50Z
,Liebherr,Germany,,,,,Wheel loader,,,html,https://www.liebherr.com/en-us/group/magazine/wind-power-is-learning-to-swim-6834511,,2026-03-29T15:43:46Z
Hydrogen,Liebherr,Germany,,,,,Excavator,,,html,https://www.liebherr.com/en-us/components/home-page-4308319,,2026-02-10T06:40:52Z
Hybrid,Liebherr,Germany,,,,,Wheel loader,,,html,https://www.liebherr.com/en-us/n/what-remains-of-the-exhibition-motto-hands-on-the-future-after-bauma-222016-3782185,,2026-02-10T06:40:52Z
Battery,Liebherr,Germany,,,,,Wheel loader,,,html,https://www.liebherr.com/en-us/careers/we-as-an-employer/employee-experiences-4294698,,2026-05-24T16:11:35Z
,Liebherr,Germany,,,,,Excavator,,,html,https://www.liebherr.com/en-us/careers/young-professionals-4294668,,2026-02-10T06:40:54Z
,Liebherr,Germany,,,,,Wheel loader,,,html,https://www.liebherr.com/en-us/group/annual-reports/annual-report-2024/home-7339879,,2026-03-29T15:44:05Z
,Liebherr,Germany,,,,,Wheel loader,,,html,https://www.liebherr.com/en-us/n/liebherr-deepens-cooperation-with-röder-präzision-for-landing-gear-overhaul-221120-3782185,,2026-02-10T06:40:56Z
,Liebherr,Germany,,,,,Excavator,,,html,https://www.liebherr.com/en-us/group/beyond-state-lines/homepage-6813014,,2026-05-10T16:05:02Z
,Liebherr,Germany,,,,,Wheel loader,,,html,https://www.liebherr.com/en-us/group/about-liebherr/services/services-3781937,,2026-05-24T16:12:01Z
,Liebherr,Germany,,,,,Wheel loader,,,html,https://www.liebherr.com/en-us/n/25-years-binkowski-new-ltm-1300-6-4-added-to-the-fleet-222721-3782185,,2026-02-13T01:01:13Z
Battery,Liebherr,Germany,,,,,Wheel loader,,,html,https://www.liebherr.com/en-us/group/news/exhibitions-and-events/exhibitions-and-events-3782187,,2026-05-10T16:05:33Z
Hydrogen,Liebherr,Germany,,,,,Excavator,,,html,https://www.liebherr.com/en-us/components/home-page-4308319,,2026-05-24T16:12:17Z
Hybrid,Liebherr,Germany,,,,,Wheel loader,,,html,https://www.liebherr.com/en-us/n/what-remains-of-the-exhibition-motto-hands-on-the-future-after-bauma-222016-3782185,,2026-02-13T01:01:14Z
,Liebherr,Germany,,,,,Excavator,,,html,https://www.liebherr.com/en-us/careers/young-professionals-4294668,,2026-05-10T16:05:23Z
Battery,Liebherr,Germany,,,,,Excavator,,,html,https://www.liebherr.com/en-us/group/news/press-contact/press-contact-3782441#contact_company,,2026-05-24T16:12:03Z
Hybrid,Liebherr,Germany,,,,,Excavator,,,html,https://www.liebherr.com/en-us/group/news/social-media/social-media-3782439,,2026-05-24T16:12:08Z
,Liebherr,Germany,,,,,Excavator,,,html,https://www.liebherr.com/en-us/group/about-liebherr/history/1949-1960-3781815,,2026-05-24T16:12:05Z
,Liebherr,Germany,,,,,Wheel loader,,,html,https://www.liebherr.com/en-us/n/liebherr-cranes-enhance-material-handling-efficiency-at-viastein-in-hungary-221696-3782185,,2026-02-10T06:41:10Z
,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/privacy-and-data/,,2026-02-10T06:41:12Z
,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/parts-and-service/warranty-and-protection-plans/warranties/,,2026-02-10T06:41:12Z
Battery,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/parts-and-service/parts/,,2026-02-10T06:41:13Z
,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/finance/financing/landscaping-grounds-care/multi-use-account/,,2026-02-10T06:41:13Z
,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/gator-utility-vehicles/turf-gators/,,2026-02-10T06:41:14Z
,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/agriculture/,,2026-02-10T06:41:15Z
,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/,,2026-02-10T06:41:16Z
Hybrid,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/gator-utility-vehicles/,,2026-02-10T06:41:17Z
,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/finance/financing/lawn-garden/gator-utility-vehicles/,,2026-02-10T06:41:18Z
Hybrid,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/drivetrain-components/axles/,,2026-02-10T06:41:19Z
,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/tillage/,,2026-02-10T06:41:19Z
,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/finance/financing/digital-financing/myfinancialaccounts/,,2026-02-10T06:41:20Z
,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/publications/the-dirt/,,2026-02-10T06:41:20Z
,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/loaders/backhoes-for-compact-and-utility-tractors/,,2026-02-10T06:41:21Z
,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/finance/financing/construction/compact-construction-equipment/,,2026-02-10T06:41:21Z
Hybrid,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/mowers/triplex-mowers/,,2026-02-10T06:41:22Z
Battery,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/tractors/compact-tractors/,,2026-02-10T06:41:24Z
,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/tracked-harvesters/,,2026-02-10T06:41:26Z
,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/privacy-and-data/cookie-statement/,,2026-02-10T06:41:26Z
,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/equipment/,,2026-02-10T06:41:27Z
,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/finance/financing/lawn-garden/,,2026-05-17T16:09:00Z
,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/forestry-and-logging/used-forestry-equipment/,,2026-05-17T16:08:57Z
,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/finance/financing/faq/,,2026-05-03T15:59:56Z
Hybrid,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/drivetrain-components/electric-drivetrain-components/,,2026-04-12T15:51:01Z
,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/landscaping-grounds-care/,,2026-04-26T15:54:29Z
,John Deere,USA,,,,,Excavator,,,html,https://www.deere.com/en/privacy-and-data/,,2026-05-10T16:06:05Z
